,0,1,2,3,4,5,6,7
168,0,1485 Uddevalla,53025,55164,56703,1.0403394625176803,1.027898629541005,1485
169,5,1486 Strömstad,12480,13079,13218,1.047996794871795,1.0106277238320973,1486
170,0,1487 Vänersborg,37369,38955,39591,1.0424415959752735,1.0163265306122449,1487
171,4,1488 Trollhättan,56573,57753,59058,1.0208580064695172,1.0225962287673367,1488
172,0,1489 Alingsås,38619,40045,41420,1.0369248297470157,1.0343363715819702,1489
173,7,1490 Borås,105995,109880,113179,1.036652672295863,1.0300236621769203,1490
174,0,1491 Ulricehamn,23211,23887,24668,1.0291241221834475,1.0326956084899737,1491
175,5,1492 Åmål,12229,12801,12610,1.0467740616567176,0.9850792906804156,1492
176,4,1493 Mariestad,23870,24215,24537,1.014453288646837,1.013297542845344,1493
177,4,1494 Lidköping,38414,39235,40089,1.021372416306555,1.0217662801070473,1494
178,5,1495 Skara,18580,18979,18837,1.0214747039827772,0.9925180462616576,1495
179,0,1496 Skövde,52859,54133,56366,1.0241018558807393,1.0412502540040272,1496
180,4,1497 Hjo,8805,9048,9210,1.0275979557069848,1.0179045092838197,1497
181,4,1498 Tidaholm,12565,12797,12846,1.0184639872662158,1.0038290224271313,1498
182,4,1499 Falköping,31988,32806,33246,1.0255720895335751,1.0134121806986527,1499
183,4,1715 Kil,11810,11800,12087,0.9991532599491956,1.024322033898305,1715
184,4,1730 Eda,8426,8526,8564,1.0118680275338239,1.0044569551958715,1730
185,1,1737 Torsby,12013,12169,11616,1.0129859319071006,0.9545566603665051,1737
186,1,1760 Storfors,4131,4046,4014,0.9794238683127572,0.9920909540286703,1760
187,8,1761 Hammarö,15136,15725,16568,1.0389138477801267,1.0536089030206677,1761
188,4,1762 Munkfors,3656,3738,3740,1.0224288840262583,1.0005350454788657,1762
189,4,1763 Forshaga,11292,11451,11499,1.0140807651434645,1.0041917736442232,1763
190,4,1764 Grums,8925,9063,9047,1.0154621848739496,0.9982345801610946,1764
191,4,1765 Årjäng,9953,9958,10070,1.0005023610971566,1.0112472384012854,1765
192,5,1766 Sunne,13011,13425,13306,1.0318192298824072,0.9911359404096834,1766
193,7,1780 Karlstad,87786,90198,93898,1.0274759073200739,1.0410208652076542,1780
194,5,1781 Kristinehamn,23949,24671,24255,1.0301473965510042,0.9831380973612743,1781
195,5,1782 Filipstad,10563,10960,10644,1.0375840196913755,0.9711678832116788,1782
196,1,1783 Hagfors,12071,11917,11606,0.9872421506088973,0.973902827892926,1783
197,4,1784 Arvika,25817,26054,26045,1.00917999767595,0.9996545635986797,1784
198,5,1785 Säffle,15276,15633,15455,1.0233699921445405,0.9886138297191838,1785
199,8,1814 Lekeberg,7289,7636,8234,1.0476059816161338,1.0783132530120483,1814
200,5,1860 Laxå,5580,5709,5683,1.0231182795698925,0.9954457873533018,1860
201,4,1861 Hallsberg,15267,15649,15932,1.025021287744809,1.018084222634034,1861
202,4,1862 Degerfors,9500,9609,9666,1.0114736842105263,1.0059319388073682,1862
203,5,1863 Hällefors,6982,7138,7013,1.0223431681466628,0.9824880919024936,1863
204,5,1864 Ljusnarsberg,4875,5006,4771,1.026871794871795,0.9530563324011186,1864
205,7,1880 Örebro,140599,146631,155696,1.0429021543538717,1.0618218521322231,1880
206,4,1881 Kumla,20904,21334,21738,1.0205702257941065,1.018936908221618,1881
207,4,1882 Askersund,11096,11282,11377,1.0167627974044702,1.008420492820422,1882
208,5,1883 Karlskoga,29728,30538,30381,1.0272470398277718,0.9948588643657083,1883
209,4,1884 Nora,10399,10665,10726,1.0255793826329456,1.0057196436943272,1884
210,5,1885 Lindesberg,23176,23744,23588,1.0245081118398343,0.9934299191374663,1885
211,1,1904 Skinnskatteberg,4411,4429,4393,1.0040807073226026,0.9918717543463536,1904
212,4,1907 Surahammar,9834,10059,10106,1.0228798047589993,1.0046724326473804,1907
213,0,1960 Kungsör,8175,8432,8675,1.0314373088685016,1.0288187855787476,1960
214,0,1961 Hallstahammar,15524,15843,16346,1.020548827621747,1.0317490374297797,1961
215,5,1962 Norberg,5608,5795,5690,1.033345221112696,0.9818809318377912,1962
216,7,1980 Västerås,142131,147420,154049,1.0372121493551723,1.0449667616334284,1980
217,0,1981 Sala,21769,22353,22894,1.0268271395103128,1.0242025678879791,1981
218,5,1982 Fagersta,12872,13445,13391,1.0445152268489746,0.9959836370397918,1982
219,4,1983 Köping,25237,25950,26214,1.0282521694337678,1.0101734104046243,1983
220,4,1984 Arboga,13493,13903,14087,1.0303861261394798,1.0132345536934475,1984
221,5,2021 Vansbro,6730,6884,6805,1.0228826151560177,0.9885241138872748,2021
222,4,2023 Malung-Sälen,10061,10091,10138,1.0029818109531856,1.0046576156971558,2023
223,4,2026 Gagnef,10023,10175,10304,1.015165120223486,1.0126781326781327,2026
224,4,2029 Leksand,15157,15507,15807,1.0230916408260209,1.0193461017604952,2029
225,4,2031 Rättvik,10766,10856,10950,1.0083596507523687,1.0086588061901254,2031
226,4,2034 Orsa,6849,6861,6911,1.0017520805957074,1.0072875674099986,2034
227,1,2039 Älvdalen,7096,7039,7031,0.9919673055242391,0.9988634749254155,2039
228,4,2061 Smedjebacken,10691,10909,10894,1.0203909830698719,0.9986249885415712,2061
229,4,2062 Mora,19998,20279,20470,1.014051405140514,1.0094186103851275,2062
230,4,2080 Falun,56767,57685,59406,1.0161713671675445,1.029834445696455,2080
231,0,2081 Borlänge,50023,51604,52590,1.0316054614877157,1.019107045965429,2081
232,4,2082 Säter,10873,11086,11093,1.01958980962016,1.0006314270250767,2082
233,5,2083 Hedemora,15021,15461,15491,1.029292324079622,1.001940366082401,2083
234,9,2084 Avesta,21582,23161,23178,1.073162820869243,1.000733992487371,2084
235,5,2085 Ludvika,25712,26933,26898,1.0474875544492843,0.9987004789663239,2085
236,4,2101 Ockelbo,5785,5856,5908,1.0122731201382886,1.008879781420765,2101
237,4,2104 Hofors,9511,9564,9588,1.0055724950057827,1.002509410288582,2104
238,4,2121 Ovanåker,11354,11631,11670,1.0243966883917561,1.0033531080732525,2121
239,1,2132 Nordanstig,9491,9511,9477,1.0021072595090086,0.9964251918830828,2132
240,4,2161 Ljusdal,18931,19067,18949,1.007183983941683,0.9938112970052971,2161
241,7,2180 Gävle,97236,99788,102418,1.0262454235056975,1.0263558744538421,2180
242,5,2181 Sandviken,37250,38949,39234,1.0456107382550335,1.0073172610336594,2181
243,5,2182 Söderhamn,25442,25992,25643,1.021617797342976,0.9865727916281933,2182
244,5,2183 Bollnäs,26141,26929,26888,1.0301442178952602,0.9984774778120242,2183
245,4,2184 Hudiksvall,36829,37299,37607,1.0127616823698715,1.0082575940373737,2184
246,1,2260 Ånge,9548,9495,9316,0.994449099287809,0.9811479726171669,2260
247,1,2262 Timrå,18062,17992,17979,0.9961244601926696,0.9992774566473989,2262
248,5,2280 Härnösand,24509,25269,25183,1.0310090170957606,0.996596620364874,2280
249,4,2281 Sundsvall,96978,98325,99449,1.0138897481903113,1.0114314772438342,2281
250,1,2282 Kramfors,18450,18681,18282,1.012520325203252,0.9786414003533002,2282
251,1,2283 Sollefteå,19623,19846,19140,1.0113642154614484,0.9644260808223319,2283
252,4,2284 Örnsköldsvik,54986,55964,55998,1.0177863456152476,1.0006075334143378,2284
253,1,2303 Ragunda,5458,5415,5284,0.9921216562843532,0.9758079409048939,2303
254,1,2305 Bräcke,6559,6492,6298,0.9897850282055192,0.970117067159581,2305
255,4,2309 Krokom,14643,14843,14966,1.0136584033326503,1.0082867344876372,2309
256,1,2313 Strömsund,11984,11809,11605,0.9853971962616822,0.9827250402235583,2313
257,8,2321 Åre,10420,11088,11727,1.0641074856046064,1.05762987012987,2321
258,1,2326 Berg,7160,7081,7061,0.9889664804469274,0.997175540177941,2326
259,1,2361 Härjedalen,10281,10200,10090,0.9921213889699445,0.9892156862745098,2361
260,0,2380 Östersund,59956,61745,63779,1.0298385482687304,1.0329419386185117,2380
261,4,2401 Nordmaling,7006,7132,7143,1.0179845846417357,1.0015423443634324,2401
262,1,2403 Bjurholm,2436,2454,2408,1.0073891625615763,0.9812550937245313,2403
263,4,2404 Vindeln,5344,5413,5423,1.0129116766467066,1.0018474043968224,2404
264,4,2409 Robertsfors,6738,6784,6747,1.0068269516176906,0.9945459905660378,2409
265,1,2417 Norsjö,4175,4125,3986,0.9880239520958084,0.9663030303030303,2417
266,1,2418 Malå,3155,3100,3068,0.9825673534072901,0.9896774193548387,2418
267,1,2421 Storuman,5954,5899,5852,0.9907625125965738,0.9920325478894728,2421
268,1,2422 Sorsele,2595,2535,2489,0.976878612716763,0.9818540433925049,2422
269,1,2425 Dorotea,2757,2719,2551,0.9862169024301777,0.938212578153733,2425
270,4,2460 Vännäs,8583,8695,8872,1.0130490504485612,1.0203565267395054,2460
271,1,2462 Vilhelmina,6887,6805,6668,0.9880935095106723,0.9798677443056576,2462
272,1,2463 Åsele,2875,2875,2794,1.0,0.9718260869565217,2463
273,7,2480 Umeå,118349,122892,128901,1.0383864671437866,1.048896592129675,2480
274,1,2481 Lycksele,12270,12187,12245,0.9932355338223309,1.0047591696069582,2481
275,4,2482 Skellefteå,71988,72266,72589,1.0038617547369006,1.0044695984280299,2482
276,1,2505 Arvidsjaur,6471,6442,6220,0.995518467006645,0.9655386525923626,2505
277,1,2506 Arjeplog,2980,2876,2785,0.9651006711409396,0.9683588317107094,2506
278,1,2510 Jokkmokk,5066,5105,4923,1.0076983813659692,0.9643486777668951,2510
279,1,2513 Överkalix,3436,3378,3315,0.9831199068684517,0.9813499111900533,2513
280,1,2514 Kalix,16387,16223,15886,0.9899920668822847,0.9792270233618936,2514
281,1,2518 Övertorneå,4709,4534,4299,0.9628371204077298,0.9481693868548743,2518
282,1,2521 Pajala,6299,6116,6052,0.9709477694872202,0.9895356442119032,2521
283,1,2523 Gällivare,18339,17956,17529,0.9791155461039315,0.9762196480285141,2523
284,1,2560 Älvsbyn,8168,8193,8066,1.0030607247796277,0.9844989625289882,2560
285,4,2580 Luleå,75383,76770,78105,1.018399373864134,1.017389605314576,2580
286,4,2581 Piteå,41278,41904,42281,1.0151654634429963,1.008996754486445,2581
287,4,2582 Boden,27838,28042,28080,1.007328112651771,1.001355110191855,2582
288,1,2583 Haparanda,9886,9864,9685,0.9977746307910176,0.981853203568532,2583
289,1,2584 Kiruna,23196,23167,22867,0.998749784445594,0.9870505460353088,2584
